Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,R preference re: work hrs and money,Rs job is secure,Rs income is high,R has opportunity to advance,Rs job is interesting,R can work independently,R helps others in job,Rs job is useful to society,How often does work exhaust r,Which job would you prefer               ,I am proud of the type of work i do,Have you ever had a paid job for 1 year or+,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010),Respondents income,Stress at work in past 2 wks,I see myself as successful,I am meeting my current goals,Use internet/apps more than occassionally,Use internet/apps from phone or tablet,Used internet/apps yesterday,Use twitter,Use facebook,Use instagrm,Use linkedin,Use snapchat,Use tumblr,Use whatsapp,Use googlesn,Use pinterst,Use flickr,Use vine,Use clssmtes,Minutes of internet use on weekdays,Hours of internet use on weekdays,Minutes of internet use on weekends,Hours of internet use on weekends,How are you paid,How many hrs/week do you usually work,Most hrs/week worked in past month,Fewest hrs/week worked in past month,How much time felt depressed in past wk,How much time sleep was restless in past wk,How much time felt happy in past wk,How much time felt lonely in past wk,How much time felt sad in past wk,Importance of flexible hrs. at work,Importance of personal contact at work,How often do you work from home,Do you work weekends,How are your working hours decided,What is your working schedule,I would change my work for something different,Did you work multiple jobs in past yr,How much earned from additional jobs in past yr,Job satisfaction,Type of structure in which the respondent lives
2016,1406,Working fulltime,86,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Maintenance and repair workers, general",2,24,15,High school,Male,White,Yes,3,3,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Poor,Exciting,Most important,52,Full-time,More or less,Above average,No,Hard work,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,More hrs & money,Agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Always,A full time job,Strongly agree,Not applicable,Not applicable,Not applicable,2nd person,-1,1992,Ballot c,0,36.4,$90000 to $109999,Not applicable,Mostly true,Mostly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,No,No,No,No,No,No,0,2,0,2,Salary,80,86,80,Some of the time,Some of the time,None or almost none of the time,Most of the time,Some of the time,Not important at all,Not important,Never,Always,Starting and finishing times are decided by my employer and i cannot change them on my own,I have a schedule where daily working times are decided at short notice by my employer,Neither agree nor disagree,"Yes, during some of that period",Less than from main job,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1408,Working fulltime,35,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Secretaries and administrative assistants,0,23,12,High school,Female,White,Yes,5,1,$20000 - 24999,$3000 to 3999,Not applicable,Not applicable,Not applicable,Not too happy,Not applicable,Not applicable,2nd important,42,Full-time,Not at all sat,Average,Yes,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,30,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1993,Ballot b,0,38.8,$3 000 to 3 999,Not applicable,Mostly false,Mostly false,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,0,2,0,3,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1415,Working fulltime,60,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Compliance officers,0,25,13,High school,Male,White,Yes,4,4,$25000 or more,Not applicable,Not applicable,Not applicable,Not applicable,Pretty happy,Not applicable,Not applicable,3rd important,50,Part-time,More or less,Average,Yes,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,10,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,4th person,-1,1991,Ballot b,0,69.4,Not applicable,Not applicable,Somewhat true,Mostly true,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1425,Working fulltime,55,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Credit counselors and loan officers,0,33,15,High school,Female,White,Yes,2,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Too little,Very happy,Not applicable,Not applicable,4th important,52,Full-time,Satisfied,Above average,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,Same and same,Strongly agree,Agree,Agree,Agree,Agree,Agree,Agree,Often,A full time job,Agree,Not applicable,Not applicable,Own or is buying,1st person,-1,1983,Ballot b,0,62.1,$50000 to 59999,Not applicable,Not applicable,Not applicable,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,0,1,0,1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Neither important nor unimportant,Very important,Sometimes,Hardly ever,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a regular schedule or shift (daytime, evening, or night)",Neither agree nor disagree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1432,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,First-line supervisors of food preparation and serving workers,0,31,14,Junior college,Male,White,Yes,2,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Too little,Pretty happy,Excellent,Exciting,Not applicable,52,Full-time,More or less,Average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Associate's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1985,Ballot a,0,27,$30000 to 34999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Moderately satisfied,"2-FAMILY HOUSE, 2 UNITS ONE ABOVE THE OTHER"
2016,1433,Working fulltime,38,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Architects, except naval",3,36,18,Graduate,Male,White,Yes,4,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Exciting,Most important,52,Full-time,More or less,Average,No,Both equally,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Sometimes,Not applicable,Not applicable,Same and same,Agree,Neither,Disagree,Agree,Neither,Agree,Agree,Often,A full time job,Agree,Not applicable,Not applicable,Not applicable,2nd person,-1,1980,Ballot c,0,84,$60000 to 74999,Not applicable,Somewhat true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,0,3,30,1,Salary,40,42,37,None or almost none of the time,Some of the time,Most of the time,None or almost none of the time,None or almost none of the time,Not important,Neither important nor unimportant,Never,Hardly ever,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a regular schedule or shift (daytime, evening, or night)",Neither agree nor disagree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1436,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Chefs and head cooks,0,29,13,High school,Male,White,Yes,2,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Pretty happy,Fair,Routine,Not applicable,50,Full-time,More or less,Above average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,-1,1987,Ballot a,0,32.6,$30000 to 34999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"2-FAMILY HOUSE, 2 UNITS ONE ABOVE THE OTHER"
2016,1442,Temp not working,Not applicable,40,Not applicable,Someone else,Not applicable,Not applicable,Elementary and middle school teachers,1,31,16,Bachelor,Female,White,Yes,3,2,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Very happy,Excellent,Routine,Most important,52,Full-time,Satisfied,Average,No,Both equally,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,Same and same,Agree,Strongly disagree,Disagree,Strongly agree,Agree,Strongly agree,Strongly agree,Always,A full time job,Strongly agree,Not applicable,Not applicable,Not applicable,2nd person,-1,1985,Ballot c,0,80.9,$35000 to 39999,Not applicable,Mostly true,Mostly true,Yes,Yes,"Yes, used internet yesterday",No,No,No,No,No,No,No,Yes,Yes,No,No,No,30,1,30,1,Salary,60,No answer,45,None or almost none of the time,None or almost none of the time,All or almost all of the time,None or almost none of the time,None or almost none of the time,Neither important nor unimportant,Very important,Never,Always,Starting and finishing times are decided by my employer and i cannot change them on my own,"I have a regular schedule or shift (daytime, evening, or night)",Strongly disagree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1443,Working fulltime,40,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,"Compensation, benefits, and job analysis specialists",0,30,16,Bachelor,Male,White,Yes,1,1,$25000 or more,$25000 or more,Not applicable,Not applicable,Not applicable,Very happy,Excellent,Exciting,Not applicable,52,Full-time,Satisfied,Average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Bachelor's,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,No issp,Not applicable,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,-1,1986,Ballot a,0,62.4,$75000 to $89999,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,"APARTMENT HOUSE (5 OR MORE UNITS, 3 STORIES OR LESS)"
2016,1444,Working fulltime,32,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,Health practitioner support technologists and technicians,0,36,18,Bachelor,Female,White,Yes,3,3,Refused,$25000 or more,Not applicable,Not applicable,Too little,Pretty happy,Excellent,Exciting,2nd important,52,Full-time,More or less,Average,No,Hard work,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,5,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Always,Not applicable,Not applicable,Same and same,Agree,Disagree,Neither,Agree,Agree,Strongly agree,Agree,Hardly ever,A full time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1980,Ballot c,0,37.2,$30000 to 34999,A moderate amount of stress,Somewhat true,Slightly true,Yes,Yes,"Yes, used internet yesterday",No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,0,3,0,1,By the hour,35,50,30,None or almost none of the time,Some of the time,Most of the time,None or almost none of the time,None or almost none of the time,Important,Important,Never,Always,"I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)","I have a schedule or shift which regularly changes (for example, from days to evenings or to nights)",Agree,"Yes, during all of that period",Much less than from main job,Not applicable,DETACHED SINGLE FAMILY HOUSE
2016,1447,Working parttime,20,Not applicable,Not applicable,Someone else,Not applicable,Not applicable,First-line supervisors of office and administrative support workers,2,29,14,High school,Female,White,Yes,3,2,$25000 or more,$10000 - 14999,Not applicable,Not applicable,Not applicable,Pretty happy,Good,Exciting,Most important,46,Part-time,More or less,Average,No,Hard work,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Hardly ever,Not applicable,Not applicable,Same and same,Strongly agree,Neither,Agree,Agree,Strongly agree,Strongly agree,Agree,Sometimes,A part-time job,Agree,Not applicable,Not applicable,Not applicable,1st person,-1,1987,Ballot c,0,52,$12500 to 14999,Not applicable,Mostly true,Somewhat true,Yes,Yes,"Yes, used internet yesterday",No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,0,2,0,2,By the hour,25,30,15,None or almost none of the time,Some of the time,All or almost all of the time,None or almost none of the time,None or almost none of the time,Important,Neither important nor unimportant,Sometimes,Sometimes,I have a schedule where daily working times are decided at short notice by my employer,I have a schedule where daily working times are decided at short notice by my employer,Disagree,No,Not applicable,Not applicable,DETACHED SINGLE FAMILY HOUSE
