Gss year for this respondent                       ,Respondent id number,Labor force status,Number of hours worked last week,Number of hours usually work a week,Ever work as long as one year,R self-emp or works for somebody,Rs census occupation code (1980),Rs industry code   (1980),Rs census occupation code (2010),Number of children,Age of respondent,Highest year of school completed,Rs highest degree,Respondents sex,Race of respondent,Was r born in this country,Number of persons in household,How many in family earned money,Total family income,Respondents income,Total family income,Respondents income,Health -- version y,General happiness,Condition of health,Is life exciting or dull,To work hard,Weeks r. worked last year,Was r's work part-time or full-time?,Satisfaction with financial situation,Opinion of family income,Ever unemployed in last ten yrs,Opinion of how people get ahead,Rs living standard compared to parents,Work arrangement at main job,Time at current job,Usual work schedule,Days per month r work extra hours,How often r works at home,Usual reason r work at home,R has job other than main,Job requires r to learn new things,Job requires r to work fast,R does numerous things on job,R has too much work to do well,R knows what's expected on job,Job allows r use of skills,R proud to work for employer,A lot of freedom to decide how to do job,The job security is good,How fair is what r earn on the job,Income alone is enough,Rs health in general,Days of poor physical health past 30 days,Days of poor mental health past 30 days,Days of activity limitation past 30 days,How often during past month r felt used up,R had back pain in the past 12 months,Trouble sleeping last 12 months,Job satisfaction in general,R work for whom,How often does r find work stressful,Internet access in r's home,The highest degree r have earned,Is r us citizen,Does r own or rent home?,Number in family of r,Respondent socioeconomic index,Year of birth,Ballot used for interview,Occupation code based on o*net,R's socioeconomic index (2010)
2010,280,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,"Sales rep., mining, manufacturing, and wholesale",Drugs,"Chemical processing machine setters, operators, and tenders",5,62,16,Bachelor,Male,Black,Yes,2,1,$25000 or more,Not applicable,$90000 to $109999,Not applicable,Not applicable,Not too happy,Not applicable,Not applicable,2nd important,0,Not applicable,Not at all sat,Average,No,Not applicable,Much better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,64.1,1948,Ballot b,519198,48.8
2010,281,Keeping house,Not applicable,Not applicable,Yes,Someone else,"Managers, marketing, advertising, and public relations",Advertising,General and operations managers,3,28,15,Bachelor,Male,Black,Yes,4,1,$25000 or more,$25000 or more,$50000 to 59999,$50000 to 59999,Too little,Pretty happy,Good,Exciting,3rd important,52,Full-time,More or less,Average,No,Both equally,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Not applicable,1st person,73.3,1982,Ballot c,272012.05,68.6
2010,282,Working parttime,32,Not applicable,Not applicable,Someone else,"Laborers, except construction",Structural clay products,"Laborers and freight, stock, and material movers, hand",0,61,16,Bachelor,Male,Black,Yes,2,2,$25000 or more,$25000 or more,$150000 or over,$30000 to 34999,Not applicable,Pretty happy,Excellent,Exciting,3rd important,52,Part-time,More or less,Above average,Yes,Hard work,About the same,"Regular, permanent employee",4,Day shift,2,Never,Not applicable,No,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Somewhat true,Somewhat true,Somewhat less than you deserve,Yes,Very good,0,0,0,Sometimes,No,Rarely,Somewhat satisfied,Private company,Sometimes,Yes,Bachelor's,Not applicable,Not applicable,1st person,29.2,1949,Ballot c,537062,23.3
2010,283,Working fulltime,52,Not applicable,Not applicable,Someone else,"Police and detectives, public service","Justice, public order, and safety",Police and sheriff's patrol officers,2,47,16,Bachelor,Male,Black,Yes,4,2,$25000 or more,$25000 or more,$150000 or over,$110000 to $129999,Too little,Very happy,Good,Exciting,Not applicable,52,Full-time,More or less,Above average,Not applicable,Hard work,Not applicable,"Regular, permanent employee",25,Day shift,1,About once a month,Worker has to work at home to keep up with job,No,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Very true,Very true,About as much as you deserve,Yes,Very good,5,5,5,Rarely,Yes,Sometimes,Very satisfied,Government or government agency,Sometimes,Yes,Bachelor's,Not applicable,Own or is buying,1st person,63.2,1963,Ballot a,333051.01,65.3
2010,284,Working fulltime,34,Not applicable,Not applicable,Someone else,Registered nurses,"Offices of health practitioners, n.e.c.",Registered nurses,2,55,14,Junior college,Male,White,Yes,2,1,$10000 - 14999,$4000 to 4999,$10000 to 12499,$4 000 to 4 999,Too little,Pretty happy,Good,Exciting,3rd important,11,Part-time,Not at all sat,Below average,Yes,Hard work,Somewhat worse,Work for contractor who provides workers/services,6-11.9 months,Irregular shift/on-call,2,Never,Not applicable,No,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Very true,Somewhat true,About as much as you deserve,No,Good,3,2,3,Often,Yes,Rarely,Very satisfied,Private company,Sometimes,Not applicable,Not applicable,Not applicable,Not applicable,1st person,73.2,1955,Ballot c,291111,84.2
2010,285,Working parttime,15,Not applicable,Not applicable,Someone else,"Administrative support occupations, n.e.c.",Offices of dentists,Dental assistants,2,48,13,High school,Female,Black,Yes,3,2,$25000 or more,$4000 to 4999,$60000 to 74999,$4 000 to 4 999,Not applicable,Pretty happy,Good,Don't know,Not applicable,12,Part-time,More or less,Average,Not applicable,Both equally,Not applicable,"Regular, permanent employee",6,Day shift,0,Never,Not applicable,No,Strongly agree,Agree,Agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat true,Very true,About as much as you deserve,No,Very good,2,0,0,Sometimes,No,Rarely,Somewhat satisfied,Private company,Sometimes,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,50.5,1962,Ballot a,319091,28.6
2010,286,Working fulltime,50,Not applicable,Not applicable,Someone else,"Supervisors, production occupations",Fabricated structural metal products,First-line supervisors of production and operating workers,2,49,12,High school,Male,White,Yes,2,3,$25000 or more,$25000 or more,$110000 to $129999,$75000 to $89999,Not applicable,Very happy,Not applicable,Not applicable,Most important,52,Full-time,Not at all sat,Average,No,Not applicable,Somewhat better,"Regular, permanent employee",3,Day shift,4,A few times a year,Worker has to work at home to keep up with job,No,Agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Strongly agree,Very true,Somewhat true,Somewhat less than you deserve,No,Good,10,0,0,Often,Yes,Often,Somewhat satisfied,Private company,Often,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,48.5,1961,Ballot b,119021,46.5
2010,287,Working parttime,20,Not applicable,Not applicable,Someone else,"Teachers, elementary school",Elementary and secondary schools,Elementary and middle school teachers,0,20,13,High school,Male,Other,Yes,6,3,$25000 or more,$8000 to 9999,$30000 to 34999,$8 000 to 9 999,Not applicable,Pretty happy,Good,Exciting,Not applicable,45,Part-time,Not at all sat,Below average,Not applicable,Hard work,Not applicable,"Regular, permanent employee",2,Afternoon shift,10,Never,Not applicable,No,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Agree,Somewhat true,Very true,Somewhat less than you deserve,No,Very good,5,15,15,Often,No,Often,Very satisfied,Non-profit organization,Always,Not applicable,Not applicable,Not applicable,Pays rent,3rd person,78.5,1990,Ballot a,259041,80.9
2010,288,Working parttime,30,Not applicable,Not applicable,Someone else,"Groundskeepers and gardeners, except farm",Colleges and universities,Grounds maintenance workers,0,24,17,High school,Male,Other,Yes,5,1,$3000 to 3999,$1000 to 2999,$3 000 to 3 999,$1 000 to 2 999,About right,Pretty happy,Fair,Routine,Not applicable,48,No answer,Not at all sat,Below average,Not applicable,Hard work,Not applicable,Work for contractor who provides workers/services,6-11.9 months,Day shift,1,Never,Not applicable,No,Strongly disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Agree,Somewhat true,Dont know,About as much as you deserve,Yes,Fair,0,7,3,Very often,Yes,Often,Not too satisfied,Dont know,Never,Yes,Not applicable,Not applicable,Pays rent,3rd person,31.4,1986,Ballot a,373011,18.6
2010,289,Working parttime,3,Not applicable,Not applicable,Someone else,General office clerks,Colleges and universities,"Office clerks, general",0,24,16,Bachelor,Male,White,Yes,6,1,$1000 to 2999,$1000 to 2999,$1 000 to 2 999,$1 000 to 2 999,Not applicable,Pretty happy,Not applicable,Not applicable,2nd important,30,Part-time,Not at all sat,Average,No,Not applicable,Somewhat better,"Regular, permanent employee",2,Day shift,0,Never,Not applicable,No,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Somewhat true,Very true,About as much as you deserve,No,Very good,0,15,0,Sometimes,No,Sometimes,Not too satisfied,Government or government agency,Hardly ever,Not applicable,Not applicable,Not applicable,Pays rent,3rd person,37.7,1986,Ballot b,439061,35.8
2010,290,"Unempl, laid off",Not applicable,Not applicable,Not applicable,Someone else,Hotel clerks,Hotels and motels,Customer service representatives,0,26,16,High school,Female,White,Yes,2,1,$25000 or more,$25000 or more,$35000 to 39999,$35000 to 39999,Too little,Pretty happy,Fair,Exciting,Most important,48,Full-time,Not at all sat,Below average,Yes,Hard work,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,No,Not applicable,Not applicable,Not applicable,2nd person,40.2,1984,Ballot c,434051,37.6
2010,291,School,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,0,27,19,Bachelor,Male,White,Yes,4,0,Lt $1000,Not applicable,Under $1 000,Not applicable,Not applicable,Pretty happy,Good,Exciting,Not applicable,8,Part-time,Satisfied,Above average,Not applicable,Both equally,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Pays rent,3rd person,-1,1983,Ballot a,No answer,-1
2010,292,Working fulltime,60,Not applicable,Not applicable,Someone else,Veterinarians,"Fishing, hunting, and trapping, etc.",Veterinarians,0,48,20,Graduate,Male,White,Yes,2,1,$25000 or more,Not applicable,$60000 to 74999,Not applicable,Not applicable,Very happy,Good,Exciting,2nd important,0,Not applicable,More or less,Below average,Yes,Hard work,About the same,Independent contractor/consultant/freelance worker,Less than 6 months,Irregular shift/on-call,20,More than once a week,Worker wants to work at home,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Very true,Very true,Much less than you deserve,No,Very good,10,1,0,Sometimes,No,Often,Very satisfied,Non-profit organization,Always,Yes,No answer,Not applicable,Not applicable,2nd person,90.3,1962,Ballot c,291131,89.9
2010,293,Working fulltime,40,Not applicable,Not applicable,Someone else,Real estate sales occupations,Construction,Real estate brokers and sales agents,0,54,16,Bachelor,Female,White,Yes,2,2,$25000 or more,$25000 or more,$130000 to $149999,$90000 to $109999,Too little,Very happy,Excellent,Exciting,Not applicable,52,Full-time,More or less,Above average,Not applicable,Hard work,Not applicable,"Regular, permanent employee",2,Day shift,1,About once a week,Worker has to work at home to keep up with job,No,Strongly agree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Somewhat true,Somewhat true,Somewhat less than you deserve,No,Excellent,0,0,0,Often,No,Sometimes,Somewhat satisfied,Private company,Often,Not applicable,Not applicable,Not applicable,Own or is buying,2nd person,64.2,1956,Ballot a,419022,56.9
2010,294,Retired,Not applicable,Not applicable,Yes,Someone else,Librarians,Libraries,Librarians,0,64,17,Graduate,Female,White,Yes,2,1,$25000 or more,Not applicable,$110000 to $129999,Not applicable,Not applicable,Very happy,Not applicable,Not applicable,3rd important,0,Not applicable,Satisfied,Below average,No,Not applicable,About the same,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Own or is buying,1st person,71.6,1946,Ballot b,254021,77.2
2010,295,School,Not applicable,Not applicable,No,Not applicable,No answer,No answer,No answer,0,23,15,High school,Female,Other,No,3,0,Lt $1000,Refused,Under $1 000,Refused,About right,Not too happy,Fair,Exciting,2nd important,0,Not applicable,More or less,Below average,No,Both equally,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Yes,Not applicable,A u.s. citizen,Not applicable,1st person,-1,1987,Ballot c,No answer,-1
2010,296,Retired,Not applicable,Not applicable,No,Not applicable,Not applicable,Not applicable,Not applicable,6,73,13,High school,Male,White,Yes,1,0,$7000 to 7999,Not applicable,$7 000 to 7 999,Not applicable,Too little,Pretty happy,Not applicable,Not applicable,3rd important,0,Not applicable,More or less,Far below average,No,Not applicable,Somewhat better,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Pays rent,1st person,-1,1937,Ballot b,No answer,-1
2010,297,Working fulltime,40,Not applicable,Not applicable,Someone else,Drywall installers,Construction,"Drywall installers, ceiling tile installers, and tapers",3,30,12,High school,Male,Other,Yes,6,1,$25000 or more,$25000 or more,$40000 to 49999,$40000 to 49999,Not applicable,Pretty happy,Not applicable,Not applicable,Most important,45,Full-time,Not at all sat,Average,No,Not applicable,Much worse,"Regular, permanent employee",7,Day shift,1,Never,Not applicable,No,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat true,Somewhat true,About as much as you deserve,No,Excellent,2,15,0,Sometimes,Yes,Often,Very satisfied,Non-profit organization,Sometimes,Not applicable,Not applicable,Not applicable,Pays rent,2nd person,30,1980,Ballot b,472082,19.2
2010,298,Retired,Not applicable,Not applicable,Yes,Someone else,Cashiers,Variety stores,Cashiers,2,53,13,High school,Female,Black,Yes,2,1,$15000 - 19999,Not applicable,$15000 to 17499,Not applicable,Not applicable,Pretty happy,Fair,Exciting,Not applicable,0,Not applicable,Not at all sat,Far below average,Not applicable,Hard work,Not applicable,Not applicable,-1,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,No issp,Not applicable,Not applicable,Not applicable,Pays rent,1st person,33.1,1957,Ballot a,412011,21.6
