resp,comp,fproj,timezone,sfips,smsa,qcendiv,sstate,phtype,susr,qmarket,scregion,sdensity3,cregion,state,fips,density3,qlan,qs1,cintro,qs1a,ns1,cointro,qs2a,qs2b,ss2c,qs3,qs4,sex,q1,q2,q3,q4,q6,q7oe,q7.1,q7.2,q7.3,q7.4,q7.5,q7@,q7a,q8a,q8b,q8c,q8d,q8e,q8f,q8g,q8h,int1,int2,q9a,q9b,q9c,q9d,q9e,q9f,q10,q10a,q10b,q13,q14,q15,age,educ,schl,schl2,schl2@,rschl,rschl2,rschl2@,q17,q17@,q18a,q18b,q18c,q18d,q18e,q19,q20,q21,q22,q23a,q23b,q23c,l1,q24,q25,q25a,q26a,q26b,q26c,q26d,q26e,q26f,q26g,employ,employ2,employ2@,employ3,q31,q32,q33,q34,q35,q36,q37,q38,q39,q40,q41,q42,q43,q44a,q44b,q44c,q44d,q44dd,q44e,q44f,q44g,q44h,q44i,q45a,q45b,q46,q47,q48,marital,lwp2,lwp3,kidsa,fam1,fam2,fixhisp,hispx,hisp2,hisp3,racecmb,race1_1,race1_2,race1_3,race1_4,racethn,hh1,hh2,hh30,relig,relig@,chr,born,attend,income,finan,health,regist,regicert,party,partyln,ideo,birthh,mothrh,fathrh,home,home2,l1a,l2,l3,qc1,qc2,qc3,isex,ihisp1,irace1_1,irace1_2,irace1_3,irace1_4,ilang,fdate,fdow,phoneuse,adults,psadjust,puadjust,wt1,weight,q46x,agegroups
343,1,4968,4,06113,40900,9,CA,1,S,4,4,2,4,CA,06113,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,3,1,1,29,0,0,0,0,"MORE USE OF TECHNOLOGY AND MORE TYPES OF TECHNOLOGY, CELL PHONE, INTERNET, IPOD, INCLUDING CHILDREN USING ALL TYPES OF TECHNOLOGY",9,2,1,3,1,2,3,3,2,1,1,2,2,2,2,1,1,2,0,1,5,1,0,30,6,4,5,,0,0,,0,,9,1,3,2,1,2,0,2,1,1,2,4,1,1,0,0,2,1,1,2,1,2,2,2,0,,2,1,2,1,0,0,1,2,2,3,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,0,0,2,1,2,0,1,1,1,2,1,0,1,1,1,0,0,0,3,3,1,0,2,,0,2,5,1,2,1,2,0,2,0,3,3,0,0,2,0,0,0,2,0,0,0,2,2,1,0,0,0,1,100117,1,2,2,2,1,2,2.824,0,45
344,1,4968,3,04013,38060,8,AZ,1,U,4,4,3,4,AZ,04013,3,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,0,,1,3,1,2,1,3,4,2,4,1,1,2,2,2,2,2,2,1,9,0,1,2,2,60,4,5,0,,2,0,,0,,3,3,2,3,3,2,0,2,2,4,1,2,1,1,2,0,2,2,2,2,2,1,1,1,0,,2,3,2,2,0,0,1,1,2,2,2,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,2,1,2,0,2,1,1,2,2,0,2,1,1,0,0,0,1,2,0,0,13,,0,2,4,10,0,1,1,1,1,0,2,0,0,0,2,0,0,0,3,0,0,0,2,2,1,0,0,0,1,100117,1,2,2,2,1,2,1.085,0,64
345,1,4968,4,41051,38900,9,OR,0,U,4,4,4,4,OR,41051,4,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,0,,2,3,1,4,1,2,4,2,2,1,1,2,2,1,9,1,1,1,1,0,2,9,0,37,7,4,5,,0,0,,0,,9,1,3,2,1,1,3,2,1,2,1,1,1,1,4,0,1,1,2,2,2,2,1,3,3,,0,0,0,0,2,1,3,0,0,0,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,0,0,2,1,1,2,1,1,1,1,2,2,0,4,4,0,0,0,4,4,2,0,7,,0,0,4,7,2,1,2,0,4,9,5,0,0,0,2,0,0,0,2,0,0,0,2,2,2,0,0,0,1,100117,1,2,2,2,1,2,1.76,0,45
348,1,4968,1,39083,00000,3,OH,1,R,2,2,2,2,OH,39083,2,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,3,1,1,6,0,0,0,0,we messed it up a lot (explain) we took some things for granted and could have been more serious about things and not so self centered,2,4,2,2,2,3,3,2,3,1,1,1,1,1,1,1,1,1,2,0,1,1,0,56,7,4,5,,0,0,,0,,3,2,2,2,3,1,3,2,1,2,2,2,1,2,0,0,2,1,2,1,2,1,2,2,0,,1,2,2,2,0,0,1,2,4,1,1,4,2,1,1,1,2,1,2,2,2,0,1,2,2,2,0,0,2,1,2,0,1,1,1,1,2,2,0,1,1,0,0,0,1,5,2,0,1,,0,1,1,6,0,1,1,1,1,0,2,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100118,2,2,3,2,1,2,0.878,0,64
350,1,4968,1,18141,43780,3,IN,1,U,2,2,3,2,IN,18091,2,1,0,0,0,0,0,0,0,0,0,0,1,3,2,2,2,2,0,0,0,0,0,0,,1,2,3,4,1,2,4,1,1,1,1,1,1,2,2,2,2,1,1,0,3,2,2,42,5,5,0,,1,4,,0,,2,3,3,2,3,2,0,2,2,1,2,1,1,1,10,0,2,1,2,2,2,1,2,3,4,,0,0,0,0,2,1,4,0,0,0,2,2,2,3,1,2,1,2,2,1,2,2,1,2,2,2,0,0,2,3,1,0,1,1,1,1,2,2,0,1,1,0,0,0,1,1,0,0,12,,0,0,5,2,0,1,2,0,2,0,3,0,0,0,2,0,0,1,0,0,0,0,1,2,1,0,0,0,1,100118,2,3,1,1,1,1,1.094,0,45
351,1,4968,1,13313,19140,5,GA,1,S,3,3,2,3,GA,13313,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,1,26,0,0,0,0,babyboomers,2,2,1,2,4,1,4,1,2,1,1,1,1,1,1,1,2,1,2,0,3,1,0,60,3,5,0,,2,0,,0,,2,3,2,2,3,1,5,2,1,1,4,1,1,2,0,0,2,1,1,2,2,1,1,3,2,,0,0,0,0,2,1,1,0,0,0,3,3,1,2,1,2,1,2,2,1,1,0,1,1,2,2,0,0,2,1,1,1,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,1,4,7,0,1,1,1,1,0,3,0,0,0,1,0,0,0,3,0,0,0,2,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.477,0,64
352,1,4968,1,13067,12060,5,GA,1,S,3,3,4,3,GA,13067,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,,1,4,1,4,9,1,4,3,1,1,1,1,1,1,2,1,1,1,1,0,4,1,0,48,6,5,0,,2,0,,0,,3,3,3,3,1,1,5,2,1,4,4,4,1,2,0,0,2,1,2,2,1,1,2,1,0,,2,1,1,0,0,0,2,1,4,2,3,1,1,1,1,1,2,2,2,1,1,0,1,2,2,2,0,0,2,1,1,1,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,9,,0,0,6,9,0,1,1,1,2,0,4,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.553,0,64
354,1,4968,1,36101,00000,2,NY,1,R,1,1,1,1,NY,36101,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,0,0,0,0,0,0,,1,3,2,3,2,2,3,2,2,2,2,2,0,0,2,2,2,1,1,0,1,2,1,61,3,5,0,,2,0,,0,,3,3,3,3,3,0,0,0,0,1,2,1,1,1,2,0,0,0,0,2,2,1,1,2,0,,2,1,1,0,0,0,2,2,4,1,1,4,2,3,1,2,2,0,2,1,2,2,2,2,2,2,0,0,2,1,2,0,2,2,4,1,2,2,0,1,1,0,0,0,1,5,0,0,1,,0,1,4,3,0,1,1,1,1,0,5,0,0,0,1,0,0,0,3,0,0,0,2,2,1,0,0,0,1,100118,2,2,5,2,1,2,1.333,0,64
355,1,4968,1,37081,24660,5,NC,1,S,3,3,3,3,NC,37081,3,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,1,2,0,0,0,"values, and work ethic,",2,2,1,1,1,3,4,2,1,1,1,2,2,2,2,2,2,1,2,0,2,2,1,99,6,0,0,,0,0,,0,,2,9,2,2,9,1,5,2,1,1,2,2,1,1,15,0,2,1,2,2,1,1,1,1,0,,2,1,1,0,0,0,1,1,2,2,1,3,2,2,1,2,2,2,2,1,1,2,1,1,2,2,0,0,2,1,2,0,1,1,1,2,2,0,2,1,1,0,0,0,1,4,2,0,1,,0,1,3,10,0,1,1,1,3,1,2,0,0,0,1,0,0,0,1,0,0,0,2,2,2,0,0,0,1,100118,2,3,2,2,1,2,0.635,0,0
356,1,4968,1,42089,00000,2,PA,0,R,1,1,2,1,PA,42089,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,0,0,0,0,0,0,,1,2,2,4,1,3,4,2,4,1,1,1,1,1,1,2,2,1,1,0,2,1,0,28,6,5,0,,1,5,,0,,3,1,1,1,1,2,0,2,1,1,1,1,1,1,2,0,2,2,2,2,1,2,2,1,0,,2,2,2,1,0,0,1,2,2,3,2,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,0,0,1,1,1,2,1,0,1,1,1,0,0,0,3,4,2,0,12,,0,0,6,6,2,2,1,1,2,0,5,2,3,3,0,1,0,0,3,0,0,0,2,2,2,0,0,0,1,100118,2,2,2,2,1,2,0.633,2,29
357,1,4968,2,29179,00000,4,MO,1,R,2,2,1,3,VA,51041,3,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,0,0,0,0,0,0,,1,3,1,3,1,3,4,1,2,2,2,2,0,0,2,2,2,1,2,0,1,2,9,91,5,0,0,,0,0,,0,,2,2,2,3,3,0,0,0,0,2,1,1,1,1,0,0,0,0,0,2,2,1,2,3,2,,0,0,0,0,2,1,2,0,0,0,1,4,2,1,2,2,2,0,2,1,1,2,2,2,2,2,0,0,2,3,2,0,2,4,1,1,2,2,0,1,1,0,0,0,1,1,0,0,1,,0,2,4,2,0,1,1,1,5,1,1,0,0,0,2,0,0,1,0,0,0,0,2,2,2,0,0,0,1,100118,2,3,1,1,1,1,0.449,0,97
358,1,4968,2,28123,00000,6,MS,1,R,3,3,1,3,MS,28123,1,1,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,9,0,0,0,0,0,0,,1,1,2,1,2,2,4,1,2,2,2,2,0,0,2,2,2,1,2,0,1,2,9,64,2,5,0,,2,0,,0,,2,2,3,3,2,0,0,0,0,2,9,2,2,0,0,0,0,0,0,2,2,1,2,3,4,,0,0,0,0,2,2,1,0,0,0,1,4,2,3,2,2,2,0,2,2,2,0,0,0,2,2,0,0,2,5,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,9,5,2,0,2,1,1,2,0,2,0,0,0,1,0,1,0,3,0,0,0,1,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.43,0,64
360,1,4968,2,27003,33460,4,MN,0,S,2,2,3,2,MN,27003,3,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,1,1,2,26,0,0,0,babyboomers and work ethic,1,2,4,3,1,2,4,3,2,1,1,2,2,2,2,1,1,1,1,0,1,1,0,44,7,5,0,,1,5,,0,,3,3,3,3,3,2,0,2,2,1,1,2,1,1,15,0,2,2,2,2,2,1,1,3,5,<5:(VOL) Other reason (SPECIFY)>:medical,0,0,0,0,2,1,1,0,0,0,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,0,0,2,3,1,0,1,1,1,1,2,2,0,1,1,0,0,0,1,3,2,0,2,,0,2,4,2,0,1,1,1,3,2,5,0,0,0,2,0,0,0,1,0,0,0,2,2,1,0,0,0,1,100118,2,3,1,1,1,1,0.592,0,45
361,1,4968,2,48055,12420,7,TX,1,S,3,3,1,3,TX,48055,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,0,0,0,0,0,0,,9,3,2,9,2,2,4,2,2,2,2,2,0,0,2,2,2,1,1,0,1,2,2,77,5,0,0,,0,0,,0,,2,3,3,2,3,0,0,0,0,3,1,1,2,0,0,0,0,0,0,2,1,2,1,3,3,,0,0,0,0,1,0,1,0,0,0,1,2,1,1,1,1,2,0,2,1,1,0,0,0,2,2,0,0,2,1,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,1,2,6,0,1,1,1,3,2,4,0,0,0,1,0,1,0,2,0,0,0,1,2,1,0,0,0,1,100118,2,2,2,2,1,2,0.771,0,97
362,1,4968,2,01115,13820,6,AL,1,S,3,3,2,3,AL,01115,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,0,0,0,0,0,0,,2,2,2,1,1,2,4,1,4,2,2,2,0,0,2,2,1,1,1,0,1,1,0,58,3,5,0,,2,0,,0,,2,3,3,1,2,0,0,0,0,1,2,2,1,2,0,0,0,0,0,2,2,1,1,3,2,,0,0,0,0,2,9,1,0,0,0,1,4,2,2,1,2,2,0,1,2,1,0,2,2,2,2,0,0,2,1,1,1,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,1,2,2,0,1,1,1,2,0,4,0,0,0,2,0,0,0,3,0,0,0,2,1,4,0,0,0,1,100118,2,2,2,2,1,2,1.42,0,64
363,1,4968,2,55025,31540,3,WI,1,S,2,2,3,2,WI,55025,3,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,2,2,0,0,0,0,0,0,,2,4,4,2,2,3,4,2,3,2,2,2,0,0,2,2,2,1,1,0,1,1,0,43,3,5,0,,2,0,,0,,3,3,3,1,3,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,2,1,1,1,0,,2,1,2,1,0,0,2,1,4,1,2,1,2,1,1,1,1,0,2,2,2,0,0,0,1,1,5,2,2,6,1,0,2,2,2,2,2,0,2,1,1,0,0,0,1,3,0,0,1,,0,2,2,4,0,1,1,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0,2,2,2,0,0,0,1,100118,2,1,3,2,2,4,3.66,5,45
364,1,4968,2,40143,46140,7,OK,1,S,3,3,4,3,OK,40143,4,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,2,0,0,0,0,0,0,,2,3,1,4,1,2,4,2,1,1,1,2,2,2,2,2,2,1,1,0,2,2,2,40,6,5,0,,2,0,,0,,3,3,3,1,3,1,3,2,1,1,1,1,1,1,8,0,1,1,2,2,1,1,1,1,0,,2,1,2,2,0,0,1,2,4,2,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,2,2,0,1,1,0,0,0,1,3,1,0,1,,0,2,6,7,0,1,1,1,2,0,4,0,0,0,1,0,0,0,2,0,0,0,2,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.624,1,45
365,1,4968,2,48419,00000,7,TX,1,R,3,3,1,3,TX,48419,1,1,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,2,0,0,0,0,0,0,,2,2,2,1,1,9,4,2,2,2,2,1,0,0,1,2,2,2,0,3,2,2,2,63,3,5,0,,2,0,,0,,2,2,2,2,1,0,0,0,0,4,1,2,2,0,0,0,0,0,0,2,1,1,1,1,0,,2,1,2,1,0,0,1,2,1,1,9,4,2,1,1,1,2,0,2,1,1,0,0,0,2,2,0,0,2,1,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,1,1,6,0,1,1,1,3,9,3,0,0,0,1,0,1,0,3,0,0,0,1,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.018,0,64
366,1,4968,2,27123,33460,4,MN,1,S,2,2,5,2,MN,27123,5,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,work ethic,2,3,1,3,1,3,4,3,2,1,1,1,1,2,1,2,1,1,2,0,1,2,2,48,6,5,0,,2,0,,0,,2,3,3,3,3,2,0,2,1,1,2,1,1,2,0,0,2,1,2,2,1,1,1,1,0,,2,1,2,1,0,0,1,1,4,1,1,2,2,1,1,1,1,2,2,2,2,0,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,0,2,1,1,0,0,0,1,4,1,0,2,,0,2,2,9,0,1,1,1,3,1,3,0,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0,0,1,100118,2,2,3,2,1,2,1.403,1,64
367,1,4968,2,22053,00000,7,LA,1,R,3,3,1,3,LA,22053,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,0,0,0,0,0,0,,2,3,1,1,2,2,3,2,1,2,2,2,0,0,2,2,9,1,9,0,2,1,0,73,4,0,0,,0,0,,0,,2,2,2,2,2,0,0,0,0,2,1,1,2,0,0,0,0,0,0,2,1,1,1,3,2,,0,0,0,0,2,2,2,0,0,0,9,3,2,2,2,2,2,0,2,1,1,0,0,0,2,2,0,0,2,1,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,2,,0,2,2,2,0,1,1,1,2,0,3,0,0,0,1,0,2,0,0,0,0,0,2,2,2,0,0,0,1,100118,2,1,2,2,2,4,1.543,0,97
368,1,4968,2,47037,34980,6,TN,1,U,3,3,4,3,TN,47037,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,5,0,0,0,0,more  caring about ohers   shoot  as  soon as look at yu,2,3,2,3,2,3,4,2,2,1,1,1,2,2,2,2,2,1,2,0,1,2,1,54,3,5,0,,2,0,,0,,3,9,3,2,2,1,4,2,2,2,1,2,1,2,0,0,2,2,2,2,1,1,1,3,4,,0,0,0,0,2,2,1,0,0,0,1,3,2,3,1,2,1,2,2,1,1,0,1,2,2,2,0,0,2,5,1,0,2,2,4,1,2,2,0,1,1,0,0,0,1,2,0,0,1,,0,1,4,4,0,2,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,1,100118,2,3,2,2,1,2,2.709,0,64
369,1,4968,2,18073,16980,3,IN,1,S,2,2,1,2,IN,18073,1,1,0,0,0,0,0,0,0,0,0,0,2,2,1,9,1,1,1,32,0,0,0,0,"music, our music is distinct from psrents' music, our music is more ""hard"" than our parents",9,2,2,4,4,4,4,2,2,1,2,1,9,2,2,2,2,1,4,0,5,1,0,31,2,5,0,,2,0,,0,,9,3,1,9,3,2,0,2,2,1,1,4,2,0,0,0,2,2,2,2,1,1,1,3,5,<5:(VOL) Other reason (SPECIFY)>:disabled,0,0,0,0,1,0,1,0,0,0,1,1,2,3,2,2,2,2,2,2,2,0,0,0,1,1,4,2,2,2,0,0,2,2,2,1,2,2,0,1,1,0,0,0,1,2,0,0,12,,0,0,6,1,2,1,2,0,2,0,2,0,0,0,2,0,2,0,0,0,0,0,1,2,1,0,0,0,1,100118,2,1,2,2,2,4,2.528,4,45
370,1,4968,2,22051,35380,7,LA,1,S,3,3,4,3,LA,22051,4,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,1,1,3,7,0,0,0,"we're a little more trusting, more trusting but we also more cautious in that we try to get all information before we make decisions- we don'|t just jump into things.",1,3,1,1,1,2,4,2,2,1,1,2,2,2,2,2,2,1,1,0,2,1,0,40,6,5,0,,2,0,,0,,2,3,2,3,3,2,0,2,2,1,2,1,1,1,1,0,2,2,2,2,2,1,2,1,0,,2,3,1,0,0,0,2,1,3,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,0,0,2,1,2,0,1,1,1,1,2,2,0,2,2,0,0,0,2,5,3,0,1,,0,2,2,7,0,1,1,1,2,0,3,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.464,0,45
371,1,4968,2,01015,11500,6,AL,1,U,3,3,2,3,AL,01015,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,2,0,0,0,0,0,0,,2,3,2,2,1,3,4,2,2,2,1,2,2,2,2,2,1,2,0,3,3,2,9,46,6,5,0,,2,0,,0,,3,2,3,3,3,2,0,2,2,2,2,2,1,2,0,0,2,2,2,2,1,1,2,1,0,,2,1,2,2,0,0,1,2,3,1,1,3,2,1,2,2,2,2,2,2,2,0,1,2,2,2,0,0,2,1,2,0,1,1,1,2,2,0,2,1,1,0,0,0,1,3,1,0,1,,0,1,2,6,0,1,1,1,3,9,3,0,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0,0,1,100118,2,2,2,2,1,2,1.205,0,64
372,1,4968,2,46083,43620,4,SD,1,S,2,2,1,2,SD,46083,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,,1,3,1,1,1,3,4,1,2,1,1,2,2,2,1,2,1,1,1,0,1,1,0,40,6,5,0,,1,5,,0,,3,3,1,1,1,2,0,2,2,1,2,1,1,1,2,0,2,1,2,2,1,1,1,2,0,,3,1,1,0,0,0,1,1,3,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,0,0,2,1,1,1,1,1,1,1,2,2,0,1,1,0,0,0,1,4,2,0,2,,0,2,2,9,0,1,1,1,2,0,3,0,0,0,1,0,0,0,2,0,0,0,2,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.017,0,45
374,1,4968,2,17097,16980,3,IL,1,S,2,2,4,2,IL,17097,4,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,2,16,0,0,0,feet are planted on  ground |theyd rather  work|everbody  knows how  to  make  a living,2,3,2,2,1,2,4,2,2,1,1,2,2,2,2,2,2,1,9,0,1,2,1,61,3,5,0,,2,0,,0,,2,3,3,3,2,2,0,2,2,1,1,1,1,2,0,0,2,2,2,2,1,2,1,3,2,,0,0,0,0,1,0,2,0,0,0,1,9,1,3,1,2,2,2,2,2,2,0,1,2,2,2,0,0,2,1,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,13,,0,1,4,10,0,1,1,1,3,9,3,0,0,0,1,0,0,0,2,0,0,0,1,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.489,0,64
375,1,4968,2,27145,41060,4,MN,0,S,2,2,2,2,MN,27145,2,1,0,0,0,0,0,0,0,0,0,0,2,2,9,1,1,1,9,0,0,0,0,0,,2,2,1,2,2,1,4,2,2,1,1,2,2,2,2,2,2,1,9,0,2,2,2,53,4,5,0,,2,0,,0,,2,2,2,3,3,1,5,2,2,2,1,2,1,2,0,0,2,2,2,2,2,2,1,2,0,,2,3,1,0,0,0,2,1,3,2,9,3,1,1,1,2,1,2,1,2,2,0,1,1,2,2,0,0,2,1,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,2,0,0,2,,0,2,2,6,0,1,1,1,2,0,2,0,0,0,1,0,0,0,2,0,0,0,2,2,2,0,0,0,1,100118,2,2,2,2,1,2,1.403,0,64
376,1,4968,2,28033,32820,6,MS,0,S,3,3,2,3,MS,28033,2,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,1,1,1,0,0,0,0,the  people  i know  really  good  christian,1,3,2,2,2,3,4,2,1,1,1,2,2,1,2,9,1,1,2,0,2,2,2,35,6,5,0,,9,0,,0,,2,2,2,2,3,1,4,2,1,4,2,1,1,1,15,0,2,1,2,1,1,2,2,2,0,,2,2,1,0,0,0,1,1,1,3,2,4,2,1,2,1,1,2,2,1,2,1,1,1,1,2,3,2,2,1,2,0,1,1,1,1,2,2,0,1,1,0,0,0,1,5,3,0,1,,0,1,1,7,2,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,1,100118,2,3,2,2,1,2,1.679,3,45
377,1,4968,3,16027,14260,8,ID,1,U,4,4,2,4,ID,16027,2,1,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,1,40,0,0,0,0,we have family values,2,3,2,3,2,3,4,3,2,1,1,1,1,1,2,2,2,1,2,0,2,2,1,50,3,5,0,,2,0,,0,,2,2,2,2,3,1,2,2,1,2,1,2,1,1,0,0,2,1,2,2,1,2,1,1,0,,2,3,2,2,0,0,1,1,1,3,1,4,2,3,2,2,1,2,2,2,2,2,2,2,2,2,0,0,2,1,2,0,1,1,1,1,2,2,0,1,1,0,0,0,1,5,3,0,2,,0,1,2,3,0,1,1,1,1,0,2,0,0,0,1,0,0,0,3,0,0,0,1,2,1,0,0,0,1,100118,2,2,2,2,1,2,3.016,0,64
378,1,4968,3,56009,00000,8,WY,1,R,4,4,1,4,WY,56009,1,1,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,2,0,0,0,0,0,0,,2,4,4,4,2,4,4,2,2,2,2,1,0,0,1,1,1,1,2,0,1,1,0,77,7,0,0,,0,0,,0,,2,2,2,3,3,0,0,0,0,1,1,1,2,0,0,0,0,0,0,2,1,2,2,1,0,,1,1,1,0,0,0,2,1,4,1,1,3,1,2,2,1,1,0,2,1,2,0,0,0,2,2,0,0,2,3,1,0,2,1,1,1,9,9,0,9,9,0,0,0,9,1,0,0,12,,0,0,5,10,0,1,1,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,1,100118,2,1,1,1,2,2,0.352,0,97
379,1,4968,3,08031,19740,8,CO,0,S,4,4,5,4,CO,08013,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,0,0,0,0,0,0,,1,4,2,3,1,2,4,2,2,1,1,1,1,2,2,2,2,2,0,1,1,1,0,48,7,5,0,,2,0,,0,,2,3,2,3,1,1,3,2,1,1,2,1,1,1,5,0,2,1,2,2,1,2,1,1,0,,2,1,1,0,0,0,3,1,1,3,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,0,0,2,1,1,1,1,2,3,1,2,2,0,1,1,0,0,0,1,4,2,0,13,,0,2,2,9,0,1,1,1,2,0,3,0,0,0,1,0,0,0,3,0,0,0,2,2,1,0,0,0,1,100118,2,2,2,2,1,2,1.102,0,64
380,1,4968,1,51041,40060,5,VA,1,S,3,3,3,3,VA,51041,3,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,0,0,0,0,0,0,,1,1,2,2,1,2,4,1,3,1,1,1,2,2,2,2,2,1,2,0,1,1,0,30,7,5,0,,2,0,,0,,1,1,3,1,3,1,1,1,1,1,2,1,1,1,10,0,1,1,2,1,1,2,1,1,0,,2,2,1,0,0,0,3,2,2,4,1,2,2,3,1,2,2,2,2,1,1,1,1,1,2,2,0,0,2,1,2,0,1,1,1,1,2,2,0,1,1,0,0,0,1,4,2,0,13,,0,1,2,8,2,1,1,1,1,0,2,0,0,0,2,0,0,0,1,0,0,0,1,1,4,0,0,0,1,100118,2,3,2,2,1,2,1.055,0,45
381,1,4968,1,36083,10580,2,NY,1,S,1,1,2,1,NY,36083,2,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,2,0,0,0,0,0,0,,1,3,3,3,2,2,4,2,2,1,1,2,2,2,1,1,2,1,1,0,1,1,0,46,5,5,0,,2,0,,0,,3,3,3,3,3,2,0,2,2,1,2,1,1,2,0,0,2,1,2,2,2,1,2,1,0,,2,1,1,0,0,0,1,2,4,2,1,2,2,2,1,2,2,2,1,1,1,0,2,1,2,2,0,0,2,6,2,0,2,1,1,1,2,2,0,1,1,0,0,0,1,1,0,0,2,,0,2,5,6,0,1,1,1,3,2,9,0,0,0,1,0,0,1,0,0,0,0,1,2,1,0,0,0,1,100118,2,3,1,1,1,1,1.064,0,64
